PROVINCIE;BEVOEGD GEZAG NUMMER;BRIN NUMMER;VESTIGINGSNUMMER;VESTIGINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;ONDERWIJSSTRUCTUUR;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;NODAAL GEBIED CODE;NODAAL GEBIED NAAM;RPA-GEBIED CODE;RPA-GEBIED NAAM;WGR-GEBIED CODE;WGR-GEBIED NAAM;COROPGEBIED CODE;COROPGEBIED NAAM;ONDERWIJSGEBIED CODE;ONDERWIJSGEBIED NAAM;RMC-REGIO CODE;RMC-REGIO NAAM
Zuid-Holland;41298;00HI;00HI03;Scholengemeenschap Dalton Vatel Voor Lyceum HAVO MAVO VBO LWOO;Granaathorst;20;2592 TD;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703440000;www.vatel.nl;VBO/MAVO;Granaathorst;20;2592 TD;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41298;00XK;00XK00;Veurs College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo;Burg Kolfschotenlaan;5;2262 EZ;LEIDSCHENDAM;1916;LEIDSCHENDAM-VOORBURG;Samenwerking PC, RK;0704199100;www.veurslyceum.nl;VBO/MAVO/HAVO/VWO;Burg Kolfschotenlaan;5;2262 EZ;LEIDSCHENDAM;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41298;00XK;00XK02;Veurs College (nevenvestiging) Veurs Voorburg;Van Horvettestraat;3;2274 JW;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Samenwerking PC, RK;0704199200;www.veursvoorburg.nl;VBO/MAVO;Van Horvettestraat;3;2274 JW;VOORBURG;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41298;02MU;02MU00;Sint Maartenscollege Scholengemeenschap voor Vwo Havo en Mavo;Aart van der Leeuwkade;14;2274 KX;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Rooms-Katholiek;0703867272;www.st-maartenscollege.nl;MAVO/HAVO/VWO;Aart van der Leeuwkade;14;2274 KX;VOORBURG;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41298;02VO;02VO00;Gymnasium Novum;Aart van der Leeuwkade;1;2274 KX;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Algemeen bijzonder;0703004110;www.gymnasiumnovum.nl;VWO;Aart van der Leeuwkade;1;2274 KX;VOORBURG;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41298;31EW;31EW00;'s Gravendreef College voor vbo, mavo en havo;Klaas Voskuildreef;135;2492 JJ;'S-GRAVENHAGE;0518;S GRAVENHAGE;Samenwerking PC, RK;0703017755;www.sgdc.nl;VBO/MAVO/HAVO;Klaas Voskuildreef;135;2492 JJ;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41298;31EW;31EW01;'s Gravendreef College voor vbo, mavo en havo;Fluitpolderplein;9;2262 ED;LEIDSCHENDAM;1916;LEIDSCHENDAM-VOORBURG;Samenwerking PC, RK;0704199300;www.sgdc.nl/Leidschendam;VBO/MAVO;Fluitpolderplein;9;2262 ED;LEIDSCHENDAM;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41298;31EW;31EW02;'s-Gravendreef College voor vbo, mavo, havo;Henri Faasdreef;200;2492 JP;'S-GRAVENHAGE;0518;S GRAVENHAGE;Samenwerking PC, RK;          ;                                                                                ;VBO/MAVO/HAVO;Klaas Voskuildreef;135;2492 JJ;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;02US;02US00;Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo;Nassau Bredastraat;5;2596 AK;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703245418;www.hml.nl;MAVO/HAVO/VWO;Nassau Bredastraat;5;2596 AK;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;02US;02US04;Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo;Neuhuyskade;40;2596 XL;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;          ;                                                                                ;MAVO/HAVO/VWO;Nassau Bredastraat;5;2596 AK;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;19ZP;19ZP00;Maris College voor Mavo Vmbo Lwoo;Mgr. Nolenslaan;16;2555 XZ;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703231334;www.mariscollege.nl;VBO/MAVO;Mgr. Nolenslaan;16;2555 XZ;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;19ZP;19ZP03;Maris College voor Mavo Vmbo Lwoo - locatie Kijkduin;Landrestraat;150;2551 CA;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703231334;www.mariscollege.nl;VBO/MAVO;Landrestraat;150;2551 CA;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;19ZP;19ZP04;Maris College voor Mavo Vmbo Lwoo - locatie Statenkwartier;Antonie Duyckstraat;126;2582 TR;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703551277;www.mariscollege.nl;VBO/MAVO;Antonie Duyckstraat;126;2582 TR;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;19ZP;19ZP05;Maris College voor Mavo Vmbo Lwoo - locatie Houtrust;Tjalie Robinsonduin;74;2566 HD;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703231334;www.mariscollege.nl;VBO/MAVO;Postbus;82047;2508 EA;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;19ZP;19ZP06;Maris College voor Mavo Vmbo Lwoo;Toscaninistraat;187;2551 LW;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703231334;                                                                                ;VBO/MAVO;Toscaninistraat;187;2551 LW;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;19ZP;19ZP07;Maris College voor Mavo Vmbo Lwoo;Cantateplein;27;2553 VD;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;          ;                                                                                ;VBO;Cantateplein;27;2553 VD;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20CQ;20CQ00;Atlas Onderwijsgroep voor gymnasium, atheneum, havo, vmbo;Karmozijnstraat;2;2284 GA;RIJSWIJK ZH;0603;RIJSWIJK;Openbaar;0703364944;www.rijswijkslyceum.nl;VBO/MAVO/HAVO/VWO;Karmozijnstraat;2;2284 GA;RIJSWIJK ZH;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20CQ;20CQ01;Atlas Onderwijsgroep voor gymnasium, atheneum, havo, vmbo;Laan van Kans;3;2496 VB;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0704132050;                                                                                ;VBO/MAVO/HAVO/VWO;Laan van Kans;3;2496 VB;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20CQ;20CQ04;Atlas Onderwijsgroep voor gymnasium, atheneum, havo, vmbo;Van Vredenburchweg;425;2284 TA;RIJSWIJK ZH;0603;RIJSWIJK;Openbaar;          ;                                                                                ;VBO/MAVO/HAVO/VWO;Karmozijnstraat;2;2284 GA;RIJSWIJK ZH;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20KD;20KD00;School voor Speciaal Voortgezet Onderwijs De Einder;Spionkopstraat;9;2572 NK;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0704451616;www.de-einder.nl;PRO;Spionkopstraat;9;2572 NK;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20KD;20KD01;School voor Speciaal Voortgezet Onderwijs De Einder;Spionkopstraat;13;2572 NK;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0704451616;www.de-einder.nl;PRO;Spionkopstraat;9;2572 NK;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20KD;20KD02;School voor Speciaal Voortgezet Onderwijs De Einder;Schalk Burgerstraat;493;2572 TD;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0704451616;www.de-einder.nl;PRO;                        ;            ;       ;                        ;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20LU;20LU00;Gymnasium Haganum;Laan van Meerdervoort;57;2517 AG;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703469243;www.haganum.nl;VWO;Laan van Meerdervoort;57;2517 AG;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MA;20MA00;Scholengemeenschap het Segbroekcollege Vwo Havo Mavo;Klaverstraat;7;2565 BT;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703634940;www.segbroek.nl;MAVO/HAVO/VWO;Klaverstraat;7;2565 BT;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MA;20MA01;Scholengemeenschap het Segbroekcollege Vwo Havo Mavo;Goudsbloemlaan;131;2565 CR;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703633439;                                                                                ;MAVO/HAVO/VWO;Klaverstraat;7;2565 BT;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MD;20MD00;Maerlant Lyceum met Afdeling Havo;Johannes Bildersstraat;11;2596 ED;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703244529;www.maerlant-lyceum.nl;HAVO/VWO;Johannes Bildersstraat;11;2596 ED;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MF;20MF00;Dalton Den Haag gymnasium atheneum havo;Aronskelkweg;1;2555 GA;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703689890;www.daltondenhaag.nl;HAVO/VWO;Aronskelkweg;1;2555 GA;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MJ;20MJ00;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers;Zusterstraat;120;2512 TP;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703312301;www.johandewittscholengroep.nl;VBO/MAVO/HAVO/VWO;Zusterstraat;120;2512 TP;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MJ;20MJ02;Johan de Witt Scholengr voor Vwo Havo Mavo Vmbo Pro Lwoo loc Maris Belgisch Park;Nieuwe Duinweg;10;2587 AC;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703227078;www.mariscollege.nl;VBO/MAVO/HAVO/VWO;Nieuwe Duinweg;12;2587 AC;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MJ;20MJ04;Johan de Witt Scholengroep voor VwoHavo Mavo Vmbo Pro Lwoo Nieuwkomers;Capadosestraat;25;2523 AB;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703312301;www.johandewittscholengroep.nl;VBO/PRO;Zusterstraat;120;2512 TP;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MJ;20MJ05;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo Nieuwkomers;Hooftskade;127-129;2526 KB;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;0703312301;www.johandewittscholengroep.nl;VBO;Zusterstraat;120;2512 TP;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MJ;20MJ12;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers;Glasblazerslaan;25;2512 XW;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;          ;                                                                                ;VBO/MAVO/HAVO/VWO;Zusterstraat;120;2512 TP;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MJ;20MJ13;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers;Antonie Duyckstraat;126;2582 TR;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;          ;                                                                                ;VBO;Zusterstraat;120;2512 TP;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41360;20MJ;20MJ14;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers;Vermeerstraat;56;2525 VM;'S-GRAVENHAGE;0518;S GRAVENHAGE;Openbaar;          ;                                                                                ;VBO/MAVO/HAVO/VWO;Zusterstraat;120;2512 TP;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41386;19ZU;19ZU00;Gemeentelijk Gymnasium Camphusianum;Vroedschapstraat;11;4204 AJ;GORINCHEM;0512;GORINCHEM;Openbaar;0183622388;www.camphusianum.nl;VWO;Vroedschapstraat;11;4204 AJ;GORINCHEM;52;Gorinchem;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41386;24TP;24TP00;Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;Wijdschildlaan;4;4207 EA;GORINCHEM;0512;GORINCHEM;Openbaar;0183656868;www.merewade.nl;VBO/MAVO/HAVO/VWO;Wijdschildlaan;4;4207 EA;GORINCHEM;52;Gorinchem;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41386;24TP;24TP02;Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;W. de Vries Robbeweg;27;4206 AK;GORINCHEM;0512;GORINCHEM;Openbaar;0183622728;                                                                                ;VBO;Wijdschildlaan;4;4207 EA;GORINCHEM;52;Gorinchem;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41386;24TP;24TP03;Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;Merwedekanaal;8;4206 BC;GORINCHEM;0512;GORINCHEM;Openbaar;0183626460;www.merewade.nl;PRO;Wijdschildlaan;4;4207 EA;GORINCHEM;52;Gorinchem;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41386;24TP;24TP05;Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;W. de Vries Robbeweg;27;4206 AK;GORINCHEM;0512;GORINCHEM;Openbaar;          ;                                                                                ;BRUGJAAR;                        ;            ;       ;                        ;52;Gorinchem;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41389;23KU;23KU00;Northgo College Openbare Scholengemeenschap voor Vmbo Havo Vwo;Duinwetering;107;2203 HM;NOORDWIJK ZH;0575;NOORDWIJK;Openbaar;0713681840;www.northgo-college.nl;MAVO/HAVO/VWO;Postbus;429;2200 AK;NOORDWIJK ZH;46;Leiden;21;Rijn-Gouwe;26;Zuid-Holland-Noord;25;Agglomeratie Leiden en Bollenstreek;16;Noord-Zuid-Holland;26;Zuid-Holland-Noord
Zuid-Holland;41396;26MP;26MP00;De Noordhoek;Hoefslag;8;4205 NK;GORINCHEM;0512;GORINCHEM;Protestants-Christelijk;0183625350;www.denoordhoek.com;PRO;Hoefslag;8;4205 NK;GORINCHEM;52;Gorinchem;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41397;24PY;24PY00;Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo;Overkampweg;125;3318 AN;DORDRECHT;0505;DORDRECHT;Openbaar;0786526565;www.dalton-dordrecht.nl;HAVO/VWO;Postbus;8007;3301 CA;DORDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41397;24PY;24PY02;Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo;Leerparkpromenade;300;3312 KW;DORDRECHT;0505;DORDRECHT;Openbaar;0788905300;www.dalton-dordrecht.nl;VBO;Postbus;8007;3301 CA;DORDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41397;24PY;24PY05;Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo;Kapteynweg;3;3318 EC;DORDRECHT;0505;DORDRECHT;Openbaar;0786530888;www.dalton-dordrecht.nl;VBO/MAVO/HAVO;Postbus;8007;3301 CA;DORDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41397;24PY;24PY08;Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo;Eulerlaan;51;3328 KS;DORDRECHT;0505;DORDRECHT;Openbaar;          ;                                                                                ;BRUGJAAR;Postbus;8007;3301 CA;DORDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41402;20MM;20MM00;Stichting Scholengroep Den Haag Zuid-West;Beresteinlaan;627;2542 JR;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703089884;www.sgzuidwest.nl;VBO/MAVO;Postbus;45648;2504 BA;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41402;20MM;20MM01;Stichting Scholengroep Den Haag Zuid-West;Missouri;1;2548 HT;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703082500;www.sgzuidwest.nl;VBO/MAVO/HAVO/VWO;Missouri;1;2548 HT;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41402;20MM;20MM06;Stichting Scholengroep Den Haag Zuid-West;Roemer Visscherstraat;106;2533 VG;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703089881;www.roemervisschercollege.nl;VBO/MAVO;Roemer Visscherstraat;106;2533 VG;'S-GRAVENHAGE;49;'s-Gravenhage;22;Haaglanden;28;Haaglanden;26;Agglomeratie 's-Gravenhage;16;Noord-Zuid-Holland;28;Haaglanden/Westland
Zuid-Holland;41417;06WY;06WY00;Griendencollege voor VMBO;Prof Kamerlingh Onnesln;109;3362 VE;SLIEDRECHT;0610;SLIEDRECHT;Samenwerking PC, Alg. Bijz.;0184750200;www.griendencollege.nl;VBO/MAVO;Postbus;85;3360 AB;SLIEDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41417;26HD;26HD00;Algemeen Bijzondere School voor Praktijkonderwijs De Sprong;Elzenhof;124;3363 HE;SLIEDRECHT;0610;SLIEDRECHT;Algemeen bijzonder;0184430150;www.sprong.spon.nu;PRO;Elzenhof;124;3363 HE;SLIEDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41417;26HD;26HD01;Algemeen Bijzondere School voor Praktijkonderwijs De Sprong;Laurensvliet;2-R;3331 HW;ZWIJNDRECHT;0642;ZWIJNDRECHT;Algemeen bijzonder;          ;                                                                                ;PRO;Elzenhof;124;3363 HE;SLIEDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41444;15XV;15XV00;Regionale Scholengemeenschap Hoeksche Waard;Hoefsmid;1;3263 CC;OUD-BEIJERLAND;1963;HOEKSCHE WAARD;Openbaar;0186617522;www.hoekschlyceum.nl;VBO/MAVO/HAVO/VWO;Hoefsmid;1;3263 CC;OUD-BEIJERLAND;55;Oud-Beijerland;23;Rijnmond;30;Zuid-Holland-Zuid;29;Groot-Rijnmond;17;Rijnmond groot;30;Zuid-Holland-Zuid
Zuid-Holland;41444;15XV;15XV01;Regionale Scholengemeenschap Hoeksche Waard;Polderlaan;5;3261 ZA;OUD-BEIJERLAND;1963;HOEKSCHE WAARD;Openbaar;0186612130;www.actiefcollege.nl;VBO;Postbus;1221;3260 AE;OUD-BEIJERLAND;55;Oud-Beijerland;23;Rijnmond;30;Zuid-Holland-Zuid;29;Groot-Rijnmond;17;Rijnmond groot;30;Zuid-Holland-Zuid
Zuid-Holland;41466;27VF;27VF00;Hans Petri School;Anna van Saksenstraat;11;3314 NC;DORDRECHT;0505;DORDRECHT;Algemeen bijzonder;0786324111;www.hanspetri.nl;PRO;Anna van Saksenstraat;11;3314 NC;DORDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41513;20KZ;20KZ00;Joh De Wittgymnasium;Oranjepark;11;3311 LP;DORDRECHT;0505;DORDRECHT;Openbaar;0786482626;www.jdw.nl;VWO;Oranjepark;11;3311 LP;DORDRECHT;53;Dordrecht/Zwijndrecht;23;Rijnmond;30;Zuid-Holland-Zuid;30;Zuidoost-Zuid-Holland;18;Dordrecht-Gorinchem;30;Zuid-Holland-Zuid
Zuid-Holland;41525;13WH;13WH00;De Goudse Scholengemeenschap voor VMBO-TL, HAVO en VWO Leo Vroman;Willem de Zwijgersingel;5;2805 BP;GOUDA;0513;GOUDA;Openbaar;0182599994;www.gsgleovroman.nl;MAVO/HAVO/VWO;Willem de Zwijgersingel;5;2805 BP;GOUDA;51;Gouda;21;Rijn-Gouwe;27;Zuid-Holland-Oost;28;Oost-Zuid-Holland;16;Noord-Zuid-Holland;27;Zuid-Holland-Oost
Zuid-Holland;41525;20AI;20AI00;Coornhert Gymnasium;Jan van Renesseplein;1;2805 GT;GOUDA;0513;GOUDA;Openbaar;0182599517;www.coornhert-gymnasium.nl;VWO;Jan van Renesseplein;1;2805 GT;GOUDA;51;Gouda;21;Rijn-Gouwe;27;Zuid-Holland-Oost;28;Oost-Zuid-Holland;16;Noord-Zuid-Holland;27;Zuid-Holland-Oost
